Author	n (strains)	publication title	journal	publication URL	strains
Kagoli M et al	1	unknown	unknown	unknown	hCoV-19/Malawi/60830/2022
Consorcio Mexicano de Vigilancia Genomica (CoViGen-Mex). Authors (in last name alphabetical order): Julio Elias Alvarado-Yaah et al	4	unknown	unknown	unknown	hCoV-19/Mexico/YUC_LANGEBIO_IMSS_0480/2022,hCoV-19/Mexico/COA_LANGEBIO_IMSS_0776/2022,hCoV-19/Mexico/YUC_CIAD-IMSS_01008430-UIMY/2023,hCoV-19/Mexico/VER_CIAD-IMSS_01049162-LCE/2023
Kumbu et al	3	unknown	unknown	unknown	hCoV-19/PapuaNewGuinea/PNG8332/2022,hCoV-19/PapuaNewGuinea/PNG7796/2022,hCoV-19/PapuaNewGuinea/PNG8268/2022
Akito Mizokoshi et al	1	unknown	unknown	unknown	hCoV-19/Japan/PG-451743/2023
Laboratorio de Secuenciacion y Genomica del LNSP-INS et al	3	unknown	unknown	unknown	hCoV-19/ElSalvador/889-23-LNSP/2022,hCoV-19/ElSalvador/3-LNSP/2023,hCoV-19/ElSalvador/1028-LNSP/2023
Nokukhanya Mdlalose et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/CERI-KRISP-K050930/2022
Maponga T et al	2	unknown	unknown	unknown	hCoV-19/SouthAfrica/CERI-KRISP-K049067/2022,hCoV-19/SouthAfrica/CERI-KRISP-K054720/2023
Mohammad Jubair et al	7	unknown	unknown	unknown	hCoV-19/Bangladesh/icddrb-G146413/2022,hCoV-19/Bangladesh/icddrb-HBIS-1220703024/2022,hCoV-19/Bangladesh/icddrb-CoV12332/2022,hCoV-19/Bangladesh/icddrb-GAC2-356/2022,hCoV-19/Bangladesh/icddrb-GSB06-187/2022,hCoV-19/Bangladesh/icddrb-CoV12284/2022,hCoV-19/Bangladesh/icddrb-12493/2023
Hamza O et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/icddrb-TND-04-1611/2022
Kathleen Subramoney et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/CERI-KRISP-K050600/2022
Dr. Antonio Oliver et al	1	unknown	unknown	unknown	hCoV-19/Spain/IB-HUSE-06012/2022
Reine ANGUINZE et al	1	unknown	unknown	unknown	hCoV-19/Guinea/IPGui-28274/2022
Alisen Ayitewala et al	3	unknown	unknown	unknown	hCoV-19/Uganda/761/2022,hCoV-19/Uganda/709/2022,hCoV-19/Uganda/583/2022
Michelle R. Scribner et al.	4	unknown	unknown	unknown	hCoV-19/USA/CA-CDPH-FS48083008/2022,hCoV-19/USA/CA-CDPH-500103802/2023,hCoV-19/USA/CA-CDPH-500117248/2023,hCoV-19/USA/CA-CDPH-500119242/2023
Baya Hedjal et al	6	unknown	unknown	unknown	hCoV-19/Algeria/43367/2022,hCoV-19/Algeria/39419/2022,hCoV-19/Algeria/13/2022,hCoV-19/Algeria/13W/2022,hCoV-19/Algeria/5757/2023,hCoV-19/Algeria/3866/2023
Matheus Augusto Calvano Cosentino et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RJ-COVID-19-UFRJ-72686/2022-10-31
Shiva Rawat et al	1	unknown	unknown	unknown	hCoV-19/DJI/NAMRU3_H726/2022
Pedro Cavalcanti - Jayra Abrantes - Gabriel Motta - Themis Rocha et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RN-LACENRN-240881257/2022
Sri U et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/JK-CW62-3854/2023,hCoV-19/Indonesia/JK-CW62-3806/2023
Johana Hernandez Toloza et al	4	unknown	unknown	unknown	hCoV-19/Colombia/DC-LSPSDS-346562/2022,hCoV-19/Colombia/DC-LSPSDS-24443/2023,hCoV-19/Colombia/DC-LSPSDS-38101/2023,hCoV-19/Colombia/DC-LSPSDS-21384/2023
Hervé Albéric Adje Kadjo et al	4	unknown	unknown	unknown	hCoV-19/Coted-Ivoire/IPCI-DVE-E749975/2022,hCoV-19/CotedIvoire/IPCI-DVE-COV836833/2022,hCoV-19/CotedIvoire/IPCI-DVE-COV811772/2022,hCoV-19/CotedIvoire/IPCI-DVE-COV830929/2022
Sofia Viegas et al	7	unknown	unknown	unknown	hCoV-19/Mozambique/INS-PCS0032082/2023,hCoV-19/Mozambique/INS-PCS0026910/2022,hCoV-19/Mozambique/INS-PCS0028060/2022,hCoV-19/Mozambique/INS-PTC0089689/2022,hCoV-19/Mozambique/INS-PMB0594670/2022,hCoV-19/Mozambique/INS-PMB0704512/2024,hCoV-19/Mozambique/INS-PCS0029123/2022
Jallow et al	3	unknown	unknown	unknown	hCoV-19/Senegal/UVR-0515/2023,hCoV-19/Senegal/IPD-1120/2024,hCoV-19/Senegal/25577070/2023
Idabely Betancur Ortiz et al	2	unknown	unknown	unknown	hCoV-19/Colombia/ANT-LDSP4379/2022,hCoV-19/Colombia/ANT-LDSP3807/2022
Alessandra P Lamarca et al	1	unknown	unknown	unknown	hCoV-19/Brazil/RJ-LNN11061/2022
Sergio Buenestado Serrano et al	2	unknown	unknown	unknown	hCoV-19/Spain/MD-HGUGM-7447720/2023,hCoV-19/Spain/MD-HGUGM-6724057/2022
Manjur Hossain Khan et al	11	unknown	unknown	unknown	hCoV-19/Bangladesh/IEDCR-1101968/2023,hCoV-19/Bangladesh/IEDCR-OIS24001/2022,hCoV-19/Bangladesh/IEDCR-1802057/2023,hCoV-19/Bangladesh/IEDCR-1802649/2023,hCoV-19/Bangladesh/IEDCR-1400958/2022,hCoV-19/Bangladesh/IEDCR-cB30140922001/2022,hCoV-19/Bangladesh/IEDCR-2200729/2023,hCoV-19/Bangladesh/IEDCR-9826366/2023,hCoV-19/Bangladesh/IEDCR-1401910/2023,hCoV-19/Bangladesh/IEDCR-2200805/2023,hCoV-19/Bangladesh/IEDCR-2200771/2023
Aimen Bentorki et al	1	unknown	unknown	unknown	hCoV-19/Algeria/1068/2022
Julio Elias Alvarado-Yaah et al	2	unknown	unknown	unknown	hCoV-19/Mexico/MEX-LANGEBIO_IMSS_06756_NC/2023,hCoV-19/Mexico/HID_IBT_IMSS_12693/2024
Jacob Afelskie et al	5	unknown	unknown	unknown	hCoV-19/Canada/ON-PHL-23-05985/2023,hCoV-19/Canada/ON-PHL-22-44587/2022,hCoV-19/Canada/ON-PHL-202409497/2024,hCoV-19/Canada/ON-PHL-23-18927/2023,hCoV-19/Canada/ON-PHL-23-27045/2023
Iyaloo Konstantinus et al	1	unknown	unknown	unknown	hCoV-19/Namibia/NIP0044/2023
K. Laoh et al	2	unknown	unknown	unknown	hCoV-19/USA/VA-VTVAS3-GSC41459/2023,hCoV-19/USA/VA-VTVAS3-GSC44865/2023
Elisa Bonomi et al	1	unknown	unknown	unknown	hCoV-19/Italy/LOM-ASST-69256609/2023
Yukinao Hayashi et al	1	unknown	unknown	unknown	hCoV-19/Japan/TKYmbc36776/2023
Tampoia M. et al	1	unknown	unknown	unknown	hCoV-19/Italy/APU-IZSPB-PT7914/2023
Süleyman Yalcin et al	5	unknown	unknown	unknown	hCoV-19/Turkey/HSGM-AHSL-20/2023,hCoV-19/Turkey/HSGM-AHSL-16/2023,hCoV-19/Turkey/HSGM-AHSL-14/2023,hCoV-19/Turkey/HSGM-AHSL-53/2023,hCoV-19/Turkey/HSGM-AHSL-77/2023
Authors (in last name alphabetical order): Julio Elias Alvarado-Yaah et al	2	unknown	unknown	unknown	hCoV-19/Mexico/SLP_LANGEBIO_IMSS_14791/2023,hCoV-19/Mexico/ROO_LANGEBIO_IMSS_15388/2023
Alexandros Zafiropoulos et al	1	unknown	unknown	unknown	hCoV-19/Greece/Crete-219/2022
Asmita Gupta et al	20	unknown	unknown	unknown	hCoV-19/India/TN-CDFD-J7-1273/2022,hCoV-19/India/TN-CDFD-J7-1331/2022,hCoV-19/India/TG-CDFD-81664/2022,hCoV-19/India/TN-CDFD-W3-200/2022,hCoV-19/India/TN-CDFD-W5-44/2022,hCoV-19/India/TN-CDFD-S-319/2022,hCoV-19/India/TG-CDFD-GH-895/2022,hCoV-19/India/TN-CDFD-S-3/2022,hCoV-19/India/TN-CDFD-A-342/2022,hCoV-19/India/TN-CDFD-O-35/2022,hCoV-19/India/TN-CDFD-S-988/2022,hCoV-19/India/TN-CDFD-N-86/2022,hCoV-19/India/TN-CDFD-S-977/2022,hCoV-19/India/TN-CDFD-N-210/2022,hCoV-19/India/TG-CDFD-SR-224/2022,hCoV-19/India/TN-CDFD-A4-29/2023,hCoV-19/India/TN-CDFD-MY-146/2023,hCoV-19/India/TN-CDFD-MY-16/2023,hCoV-19/India/TN-CDFD-A4-68/2023,hCoV-19/India/TG-CDFD-MMG-546/2023
Zarna Patel et al	2	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC8457/2022,hCoV-19/India/GJ-INSACOG-GBRC6748/2022
Ryo Kashimura et al	1	unknown	unknown	unknown	hCoV-19/Japan/PG-363747/2022
Akane Negishi et al	1	unknown	unknown	unknown	hCoV-19/Japan/TKYkbm50188/2022
Gabriela Rutkowska et al	1	unknown	unknown	unknown	hCoV-19/Poland/WSSEGDA-2451/2022
Mili Sheth et al	1	unknown	unknown	unknown	hCoV-19/USA/CT-CDC-2-6238961/2022
Yuki Fujinuma et al	1	unknown	unknown	unknown	hCoV-19/Japan/PG-377185/2022
Everatt J et al	5	unknown	unknown	unknown	hCoV-19/SouthAfrica/NICD-CRDM09023/2022,hCoV-19/SouthAfrica/NICD-N57818/2024,hCoV-19/SouthAfrica/NICD-N57621/2024,hCoV-19/SouthAfrica/NICD-N57821/2024,hCoV-19/SouthAfrica/NICD-N55579/2023
Daisuke Motooka et al	1	unknown	unknown	unknown	hCoV-19/Japan/RIMD17024/2022
Chacko S. et al	1	unknown	unknown	unknown	hCoV-19/Canada/NB-CHUDGLD-210622-MM00195R/2022
Patricia Wolf on behalf of Q-PHIRE Genomics et al	1	unknown	unknown	unknown	hCoV-19/Australia/QLD0x010097/2022
Castro et al	4	unknown	unknown	unknown	hCoV-19/Argentina/102991-21/2022,hCoV-19/Argentina/77703-16/2022,hCoV-19/Argentina/SC2-36731797-RFGB-ARX/2023,hCoV-19/Argentina/73714-25/2023
Isabel Fernandez Escapa et al	2	unknown	unknown	unknown	hCoV-19/USA/NY-PRL-220817_01J14/2022,hCoV-19/USA/NY-PRL-221104_00G21/2022
David Alexander et al	1	unknown	unknown	unknown	hCoV-19/Canada/MB-CPL-515696/2022
Jin Yan et al	2	unknown	unknown	unknown	hCoV-19/Chongqing/YBCDC-0066/2022,hCoV-19/Chongqing/YBCDC-0168/2024
Marzena Baranowska et al	2	unknown	unknown	unknown	hCoV-19/Poland/23SNR92_wsserze/2023,hCoV-19/Poland/23SNR596_wsserze/2023
Annika Ostermann et al	1	unknown	unknown	unknown	hCoV-19/Sweden/AC-COR001118/2023
Zhansong Zhu et al	1	unknown	unknown	unknown	hCoV-19/InnerMongolia/IVDC-638/2022
Zhang et al B	52	unknown	unknown	unknown	hCoV-19/Yunnan/YNCDC-0273/2023,hCoV-19/Yunnan/YNCDC-0096/2023,hCoV-19/Shanxi/JCCDC-JCCX0124/2023,hCoV-19/Shanghai/SCDC-XG04-2076/2023,hCoV-19/Shanghai/SCDC-XG05-4898/2023,hCoV-19/Yunnan/YNCDC-0070/2024,hCoV-19/Yunnan/YNCDC-0288/2024,hCoV-19/Yunnan/YNCDC-0580/2024,hCoV-19/Yunnan/YNCDC-1131/2024,hCoV-19/Shanxi/SXJCCDC-JCCX0146/2024,hCoV-19/Yunnan/YNCDC-0754/2024,hCoV-19/Yunnan/YNCDC-1071/2024,hCoV-19/Shanxi/SXJCCDC-JCCX0022/2024,hCoV-19/Yunnan/YNCDC-1108/2024,hCoV-19/Sichuan/ZYCDC-XG147/2024,hCoV-19/Gansu/PLCDC-0144/2024,hCoV-19/Gansu/PLCDC-0131/2024,hCoV-19/Shanghai/SCDC-3295/2023,hCoV-19/Shanghai/SCDC-XG07-10846/2023,hCoV-19/Anhui/XCCDC-086/2023,hCoV-19/Shanghai/SCDC-XG06-9380/2023,hCoV-19/Shanghai/SCDC-2479/2023,hCoV-19/Shanghai/SCDC-HG0504-500/2023,hCoV-19/Yunnan/YNCDC-1812/2023,hCoV-19/Shanghai/SCDC-HG0508-565/2023,hCoV-19/Shanghai/SCDC-XG05-5391/2023,hCoV-19/Yunnan/YNCDC-2779/2023,hCoV-19/Shanghai/SCDC-HG0607-1791/2023,hCoV-19/Yunnan/YNCDC-2106/2023,hCoV-19/Shanghai/SCDC-XG07-10100/2023,hCoV-19/Shanghai/SCDC-XG05-5348/2023,hCoV-19/Yunnan/YNCDC-1769/2023,hCoV-19/Shanghai/SCDC-XG06-9564/2023,hCoV-19/Shanghai/SCDC-HG0427-378/2023,hCoV-19/Shanxi/JCCDC-JCCX0628/2023,hCoV-19/Shanghai/SCDC-XG06-8835/2023,hCoV-19/Shanghai/SCDC-HG0723-2726/2023,hCoV-19/Shanghai/SCDC-XG08-12494/2023,hCoV-19/Yunnan/YNCDC-2223/2023,hCoV-19/Shanxi/JCCDC-JCCX0544/2023,hCoV-19/Shanghai/SCDC-XG08-11717/2023,hCoV-19/Sichuan/ZYCDC-YJ0368/2023,hCoV-19/Yunnan/YNCDC-3294/2023,hCoV-19/Yunnan/YNCDC-2920/2023,hCoV-19/Shanxi/SXJCCDC-JCCX240001/2023,hCoV-19/Yunnan/YNCDC-3470/2023,hCoV-19/Shanghai/SCDC-XG09-14021/2023,hCoV-19/Yunnan/YNCDC-3358/2023,hCoV-19/Yunnan/YNCDC-3401/2023,hCoV-19/Henan/LHCDC-0030/2024,hCoV-19/Shanghai/SCDC-XG10-14187/2023,hCoV-19/Shanxi/JCCDC-JCCX0530/2023
Zhang Yunjie et al	1	unknown	unknown	unknown	hCoV-19/Henan/JZCDC-20/2023
JiangHui et al	2	unknown	unknown	unknown	hCoV-19/Shanghai/IVDC-2094/2022,hCoV-19/Shanghai/IVDC-1470/2022
Zhonghua Zheng et al	11	unknown	unknown	unknown	hCoV-19/Guangdong/GCDC-ZQL501019/2022,hCoV-19/Guangdong/GPIPH-GDCDC_SW_0075/2023,hCoV-19/Guangdong/GPIPH-XG_SZ_22361/2022,hCoV-19/Guangdong/GPIPH-2022A_XG50635/2022,hCoV-19/Guangdong/GPIPH-XG_GZ_22804/2022,hCoV-19/Guangdong/GPIPH-2022A_XG49456/2022,hCoV-19/Guangdong/GPIPH-2022A_XG42447/2022,hCoV-19/Guangdong/GPIPH-XG_SZ_22471/2022,hCoV-19/Guangdong/GPIPH-XG_SG_22652/2022,hCoV-19/Guangdong/GCDC-SG-0002/2023,hCoV-19/Guangdong/GPIPH-2022A_XG33096/2022
Wu donglin et al	1	unknown	unknown	unknown	hCoV-19/Jilin/JLCDC-57493/2022
Qiu Hongshi et al	1	unknown	unknown	unknown	hCoV-19/Hainan/CDC-408/2023
Zhatao et al	2	unknown	unknown	unknown	hCoV-19/Anhui/WCDC-31/2023,hCoV-19/Anhui/WCDC-38/2022
Tao Zhang et al	2	unknown	unknown	unknown	hCoV-19/Sichuan/SCDC-0027C/2023,hCoV-19/Sichuan/ZYCDC-230051/2023
Xiaoqing Xu et al	1	unknown	unknown	unknown	hCoV-19/Jiangsu/YCCDC-078/2023
Guangyuan Li et al	1	unknown	unknown	unknown	hCoV-19/Sichuan/SCDC-MS-8/2023
Jun Xu et al	3	unknown	unknown	unknown	hCoV-19/Heilongjiang/HLJCDC-0861/2023,hCoV-19/Heilongjiang/HLJCDC-0828/2023,hCoV-19/Heilongjiang/HLJCDC-0864/2023
Sun Chuyang et al	1	unknown	unknown	unknown	hCoV-19/Hainan/HCDC-274/2023
Youju Lei et al	2	unknown	unknown	unknown	hCoV-19/Qinghai/QCDC-HSZ-49/2023,hCoV-19/Qinghai/QCDC-ETYY-48/2023
Dasaradhi Palakodeti et al	1	unknown	unknown	unknown	hCoV-19/India/KA-15902_S237_R1_001/2022
Raju et al	3	unknown	unknown	unknown	hCoV-19/India/un-SPHL-907/2022,hCoV-19/India/un-SPHL-12/2023,hCoV-19/India/un-SPHL-1415/2023
Dr.Mahmood Al Gazo et al	1	unknown	unknown	unknown	hCoV-19/Jordan/s25/2022
Julio Elías Alvarado-Yaah et al	1	unknown	unknown	unknown	hCoV-19/Mexico/PUE_IBT_IMSS_10724/2023
Richard C. Huard et al	1	unknown	unknown	unknown	hCoV-19/USA/RI-RISHL-E05569/2022
Akbota Aitkulova et al	1	unknown	unknown	unknown	hCoV-19/Kazakhstan/NLA-09-35-MN908947-3/2022
Ulykbek Kairov et al	1	unknown	unknown	unknown	hCoV-19/Kazakhstan/NLA-15_33/2022
Xin Ma et al	3	unknown	unknown	unknown	hCoV-19/Xinjiang/IVDC-176/2023,hCoV-19/Xinjiang/IVDC-214/2023,hCoV-19/Xinjiang/IVDC-223/2023
Sonal Sharma et al.	1	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC10143/2022
Lili Jiang et al	1	unknown	unknown	unknown	hCoV-19/Guangxi/GCDC-GL-113007/2022
Yongzhong Jiang et al	14	unknown	unknown	unknown	hCoV-19/Hubei/HCDC-WH0015/2022,hCoV-19/Hubei/HCDC-WH0351/2022,hCoV-19/Hubei/HCDC-XG48/2022,hCoV-19/Hubei/HCDC-WH0017/2022,hCoV-19/Hubei/HCDC-WH3644/2024,hCoV-19/Hubei/HCDC-XT3761/2024,hCoV-19/Hubei/HCDC-WH3832/2024,hCoV-19/Hubei/HCDC-WH4372/2024,hCoV-19/Hubei/HCDC-JM2293/2023,hCoV-19/Hubei/HCDC-HS2558/2023,hCoV-19/Hubei/HCDC-2237/2023,hCoV-19/Hubei/HCDC-JM2184/2023,hCoV-19/Hubei/HCDC-WH3583/2023,hCoV-19/Hubei/HCDC-YC2815/2023
Manqing Liu et al	1	unknown	unknown	unknown	hCoV-19/Hubei/HCDC-WH739/2023
Hailiang Qi et al	1	unknown	unknown	unknown	hCoV-19/Sichuan/SCDC-03023/2023
Xiaomeng Zhang et al	1	unknown	unknown	unknown	hCoV-19/Henan/ZCDC-ZZ058/2023
Chang Zhang et al	3	unknown	unknown	unknown	hCoV-19/Guangdong/GDCDC_ZH_0063/2023,hCoV-19/Guangdong/GDCDC_SZHG_1706/2023,hCoV-19/Guangdong/GDCDC_GZHG_1053/2023
Yuke Dai et al	1	unknown	unknown	unknown	hCoV-19/Sichuan/MYCDC-XGCX065/2023
Heng Chen et al	1	unknown	unknown	unknown	hCoV-19/Sichuan/CDCDC-230257/2023
Zhuang Zihui et al	1	unknown	unknown	unknown	hCoV-19/Hainan/CDC-279/2023
Xiaoyan Li et al	1	unknown	unknown	unknown	hCoV-19/Tianjin/TJCDC-002/2022
Yan Li et al	3	unknown	unknown	unknown	hCoV-19/Shandong/SDCDC-1066/2023,hCoV-19/Shandong/SDCDC-0400/2023,hCoV-19/Shandong/SDCDC-3039/2022
Yangbowen Wu et al	2	unknown	unknown	unknown	hCoV-19/Jiangxi/JXJDZ-008/2023,hCoV-19/Jiangxi/JXML-487/2023
Lin et al	3	unknown	unknown	unknown	hCoV-19/Fujian/FCDC-FJ01S079/2023,hCoV-19/Fujian/FCDC-QZ05S046/2023,hCoV-19/Fujian/FCDC-XM042805/2023
Jiajia Lv et al	1	unknown	unknown	unknown	hCoV-19/Henan/CDC-LG1309/2022
Xiaolu Liang et al	1	unknown	unknown	unknown	hCoV-19/Guangxi/GCDC-BH-122913/2022
Yang Zikun et al	1	unknown	unknown	unknown	hCoV-19/Anhui/MCDC011204/2023
Li Zhifeng et al	1	unknown	unknown	unknown	hCoV-19/Jiangsu/SQCDC-027/2023
Liangqi et al	1	unknown	unknown	unknown	hCoV-19/Heilongjiang/HLJCDC-0224/2023
Shiyou Liu et al	1	unknown	unknown	unknown	hCoV-19/Hebei/XJ-4/2023
Qingqiao Gao et al	4	unknown	unknown	unknown	hCoV-19/Anhui/BZCDC-35/2023,hCoV-19/Anhui/BZCDC-340/2024,hCoV-19/Anhui/BZCDC-80/2023,hCoV-19/Anhui/BZCDC-102/2023
Wu Donglin et al	1	unknown	unknown	unknown	hCoV-19/Jilin/JLCDC-cc0350/2023
Xiang Li et al	6	unknown	unknown	unknown	hCoV-19/Shandong/WCDC-163/2022,hCoV-19/Shandong/WCDC-104/2022,hCoV-19/Shandong/WCDC-074/2022,hCoV-19/Shandong/WCDC-078/2022,hCoV-19/Shandong/WCDC-041/2022,hCoV-19/Shandong/WCDC-164/2022
Khine Zaw OO et al	1	unknown	unknown	unknown	hCoV-19/Myanmar/DSMRC-104-7/2022
Diana TW. et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/JK-CW62-1246/2022,hCoV-19/Indonesia/JK-CW62-0861/2022
Saenko V.V. et al	1	unknown	unknown	unknown	hCoV-19/Russia/MOS-CRIE-7764578014/2022
NZ Shafiei Jandaghi et al	1	unknown	unknown	unknown	hCoV-19/Iran/Shahrekord-NIC-24mo-22/2022
Nelis Imaningsih et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/BA-NIHRD-WGS-22-16803/2022,hCoV-19/Indonesia/JK-NIHRD-WGS_22_06561/2022
Silma Aufia Naila Husna et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/BB-GS-NIHRD-GSILab-1126418/2022
Imran Nisar et al	2	unknown	unknown	unknown	hCoV-19/Pakistan/IDRL-AKU-KHI-67426-S12/2022,hCoV-19/Pakistan/IDRL-AKU-KHI-3915-S14/2023
Teruhime Otoguro et al	1	unknown	unknown	unknown	hCoV-19/Myanmar/22M012/2022
Seon Do Hwang et al	1	unknown	unknown	unknown	hCoV-19/SouthKorea/KDCA117813/2022
Zahida Mehdi et al	6	unknown	unknown	unknown	hCoV-19/Algeria/36601/2022,hCoV-19/Algeria/2355/2022,hCoV-19/Algeria/3260/2024,hCoV-19/Algeria/29567/2024,hCoV-19/Algeria/2341/2024,hCoV-19/Algeria/056/2023
"""Imran Nisar et al"	1	unknown	unknown	unknown	hCoV-19/Pakistan/IDRL-AKU-KHI-78002-S13/2022
Waqasuddin Khan et al	5	unknown	unknown	unknown	hCoV-19/Pakistan/IDRL-AKU-KHI-70485-S3/2022,hCoV-19/Pakistan/IDRL-AKU-KHI-77420-S9/2022,hCoV-19/Pakistan/IDRL-AKU-KHI-0023-S14/2024,hCoV-19/Pakistan/IDRL-AKU-KHI-4144-S12/2023,hCoV-19/Pakistan/IDRL-AKU-KHI-5448-S8/2023
Sabir A Adoub et al	2	unknown	unknown	unknown	hCoV-19/SaudiArabia/KAUST28/2022,hCoV-19/SaudiArabia/KAUST633/2022
Fitra Y. D. et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-CW62-2484/2022
Dilin R. N. et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-CW62-2284/2022
Joel Hassan G. Tolentino et al	3	unknown	unknown	unknown	hCoV-19/Philippines/PH-PGCMIN318/2022,hCoV-19/Philippines/PH-VUI-147936/2023,hCoV-19/Philippines/PH-VUI-148063/2023
Fajar Nur Sulistiyohadi et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-NIHRD-WGS-22-27789/2022
Sonal Sharma et al	3	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC8497/2022,hCoV-19/India/GJ-INSACOG-GBRC13651/2023,hCoV-19/India/GJ-GBRC9741/2022
Katya Levytskyi et al	3	unknown	unknown	unknown	hCoV-19/Israel/ICH-741183883/2022,hCoV-19/Israel/ICH-741200678/2024,hCoV-19/Israel/ICH-741201394/2024
"""Furqan Kabir et al"	2	unknown	unknown	unknown	hCoV-19/Pakistan/IDRL-AKU-KHI-79157-S2/2022,hCoV-19/Pakistan/IDRL-AKU-KHI-1416-S8/2023
Huahua et al	1	unknown	unknown	unknown	hCoV-19/Heilongjiang/HLJCDC-0425/2023
Jielian Wang et al	1	unknown	unknown	unknown	hCoV-19/Jiangxi/GCDC-046/2023
Aisyi Sakina Rifani et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/SB-GS-NIHRD-GSILab-1122451/2022
Sofia D. U. et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-CW62-2772/2022
Teodora Buzharova et al	2	unknown	unknown	unknown	hCoV-19/Azerbaijan/PHRC-MOH-29/2022,hCoV-19/Azerbaijan/PHRC-MOH-18/2022
Dao Hoang Thi Nhu et al	4	unknown	unknown	unknown	hCoV-19/Vietnam/PIHCM_2397/2022,hCoV-19/Vietnam/PIHCM_713/2022,hCoV-19/Vietnam/PIHCM_3175/2022,hCoV-19/Vietnam/PIHCM_3383/2022
Alexiev et al	1	unknown	unknown	unknown	hCoV-19/Bulgaria/22BG-NC_022391_R35/2022
Arif Trisman et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/RI-GS-NIHRD-GSILab-1130366/2022
Yudai Kuroda et al	1	unknown	unknown	unknown	hCoV-19/Japan/RB23-001-21-P0/2022
N’Faly Magassouba et al	1	unknown	unknown	unknown	hCoV-19/Guinea/LFHVG-G0713/2022
Anke Wienecke-Baldacchino et al	1	unknown	unknown	unknown	hCoV-19/Luxembourg/LNS0771451/2022
Constanza Campano et al	1	unknown	unknown	unknown	hCoV-19/Chile/AN-79471/2022
Air Comodore Dr. J Chimedza et al	1	unknown	unknown	unknown	hCoV-19/Zimbabwe/77832/2022
INNOCENT MWAPE et al	1	unknown	unknown	unknown	hCoV-19/Zambia/39015/2022
Bitew et al	4	unknown	unknown	unknown	hCoV-19/Ethiopia/BETin-S13/2022,hCoV-19/Ethiopia/BETIN-21356071970/2022,hCoV-19/Ethiopia/BETin-S2/2022,hCoV-19/Ethiopia/BETIN-21356071822/2022
Orly Eshel et al	1	unknown	unknown	unknown	hCoV-19/Israel/ICH-741230587/2022
Fowotade AA et al	1	unknown	unknown	unknown	hCoV-19/Nigeria/BCVL_GHRU_36000_S5/2022
Shempela. D et al	1	unknown	unknown	unknown	hCoV-19/Zambia/CHAZ-CHS2332/2022
Qianfang Guo et al	1	unknown	unknown	unknown	hCoV-19/Guangdong/IVDC-12-01/2021
Ramalingam Bethunaickan1 et al	1	unknown	unknown	unknown	hCoV-19/India/TN-ICMR-NIRT-INSACOG-W53/2022
Yekti Hediningsih et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/JT-Labkes-32EM/2022,hCoV-19/Indonesia/JT-Labkes-92HA/2022
Dr.K.Nagamani et al	4	unknown	unknown	unknown	hCoV-19/India/TG-GMCH-ICMR-INSACOG-2182/2022,hCoV-19/India/TG-GMCH-ICMR-INSACOG-2056/2022,hCoV-19/India/TG-GMCH-ICMR-INSACOG-MO02506296/2022,hCoV-19/India/TG-GMCH-ICMR-INSACOG-2609/2022
Fayez Khardine et al	1	unknown	unknown	unknown	hCoV-19/Algeria/14387/2022
Nurul Azizah et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-CW62-0969/2022
Jeroen van de Bovenkamp et al	1	unknown	unknown	unknown	hCoV-19/Netherlands/NB-PAMM-C17-0989/2022
Abdulla Bashein et al	2	unknown	unknown	unknown	hCoV-19/Libya/79742-96/2022,hCoV-19/Libya/85811-25/2022
Hartanti Dian Ikawati et al	5	unknown	unknown	unknown	hCoV-19/Indonesia/SS-NIHRD-WGS.22.04415/2022,hCoV-19/Indonesia/JK-NIHRD-MI.22.27818/2022,hCoV-19/Indonesia/JK-NIHRD-WGS-23-00051/2023,hCoV-19/Indonesia/JK-NIHRD-W03081/2023,hCoV-19/Indonesia/JK-NIHRD-W03842/2023
Bhadreshsinh Gohil et al	1	unknown	unknown	unknown	hCoV-19/India/GJ-INSACOG-GBRC5656/2022
Youko Kano et al	2	unknown	unknown	unknown	hCoV-19/Japan/PG-249596/2022,hCoV-19/Japan/FR049-0247/2024
Narcisse MS Joseph et al	1	unknown	unknown	unknown	hCoV-19/Malaysia/HPUPM_NGS0421/2022
